"","Earnings"
"5372",22.149
"5373",18.476
"5374",26.213
"5375",21.391
"5376",20.871
"5377",23.05
"5378",17.451
"5379",26.176
"5380",26.351
"5381",18.145
"5382",26.972
"5383",25.535
"5384",19.067
"5385",17.761
"5386",25.342
"5387",18.707
"5388",18.391
"5389",18.353
"5390",27.203
"5391",22.022
"5392",23.797
"5393",19.351
"5394",21.668
"5395",21.381
"5396",22.936
"5397",19.952
"5398",18.789
"5399",21.494
"5400",20.734
"5401",24.981
"5402",18.626
"5403",20.179
"5404",26.921
"5405",17.817
"5406",20.511
"5407",18.634
"5408",27.169
"5409",24.204
"5410",22.288
"5411",17.872
"5412",22.508
"5413",23.541
"5414",19.931
"5415",18.031
"5416",23.483
"5417",21.647
"5418",21.025
"5419",21.881
"5420",17.371
"5421",20.59
"5422",22.809
"5423",21.509
"5424",20.579
"5425",18.732
"5426",19.64
"5427",20.419
"5428",17.952
"5429",20.593
"5430",19.535
"5431",22.428
"5432",21.428
"5433",22.075
"5434",17.606
"5435",24.962
"5436",23.578
"5437",25.064
"5438",22.764
"5439",21.559
"5440",26.795
"5441",19.196
"5442",17.869
"5443",21.617
"5444",23.458
"5445",22.913
"5446",21.442
"5447",20.213
"5448",22.721
"5449",22.401
"5450",17.559
"5451",23.27
"5452",26.734
"5453",23.362
"5454",19.561
"5455",22.627
"5456",24.951
"5457",24.428
"5458",22.195
"5459",24.419
"5460",24.936
"5461",26.347
"5462",18.277
"5463",23.113
"5464",24.631
"5465",23.014
"5466",25.823
"5467",18.965
"5468",22.031
"5469",26.965
"5470",25.787
"5471",22.883
"5472",26.101
"5473",24.763
"5474",18.977
"5475",26.34
"5476",22.837
"5477",20.747
"5478",24.253
"5479",22.814
"5480",25.138
"5481",23.871
"5482",22.575
"5483",21.073
"5484",24.775
"5485",17.647
"5486",22.495
"5487",20.259
"5488",24.331
"5489",17.607
"5490",26.727
"5491",25.696
"5492",24.157
"5493",20.445
"5494",25.085
"5495",20.174
"5496",21.367
"5497",24.602
"5498",22.228
"5499",21.244
"5500",21.342
"5501",23.891
"5502",20.093
"5503",21.158
"5504",17.674
"5505",18.658
"5506",17.747
"5507",24.166
"5508",21.595
"5509",19.739
"5510",22.772
"5511",24.954
"5512",25.796
"5513",23.318
"5514",19.221
"5515",22.042
"5516",18.375
"5517",22.212
"5518",21.799
"5519",25.204
"5520",17.125
"5521",21.13
"5522",20.614
"5523",17.422
"5524",18.527
"5525",23.729
"5526",24.884
"5527",26.018
"5528",24.148
"5529",24.992
"5530",27.327
"5531",17.205
"5532",26.094
"5533",25.228
"5534",19.405
"5535",25.682
"5536",17.341
"5537",18.06
"5538",18.019
"5539",20.518
"5540",22.713
"5541",24.186
"5542",20.273
"5543",18.185
"5544",22.618
"5545",25.646
"5546",22.71
"5547",19.97
"5548",20.973
"5549",24.491
"5550",27.004
"5551",26.556
"5552",23.902
"5553",22.87
"5554",18.198
"5555",20.706
"5556",26.425
"5557",24.841
"5558",22.054
"5559",26.24
"5560",22.991
"5561",25.468
"5562",19.303
"5563",24.579
"5564",26.501
"5565",22.714
"5566",20.81
"5567",20.848
"5568",23.863
"5569",22.063
"5570",18.299
"5571",27.168
"5572",17.467
"5573",26.946
"5574",23.605
"5575",21.478
"5576",24.609
"5577",20.44
"5578",20.981
"5579",24.966
"5580",23.557
"5581",20.22
"5582",21.409
"5583",26.232
"5584",21.481
"5585",20.111
"5586",26.73
"5587",19.887
"5588",24.14
"5589",19.142
"5590",23.909
"5591",17.67
"5592",27.159
"5593",19.708
"5594",23.763
"5595",24.213
"5596",22.977
"5597",24.776
"5598",20.696
"5599",23.775
"5600",17.263
"5601",26.248
"5602",19.744
"5603",23.375
"5604",19.523
"5605",22.035
"5606",20.1
"5607",26.992
"5608",23.986
"5609",18.483
"5610",25.164
"5611",27.102
"5612",17.479
"5613",23.733
"5614",21.126
"5615",21.47
"5616",24.62
"5617",22.154
"5618",23.972
"5619",23.935
"5620",25.065
"5621",21.471
"5622",23.782
"5623",23.317
"5624",17.181
"5625",20.388
"5626",26.667
"5627",19.268
"5628",19.903
"5629",22.246
"5630",19.249
"5631",21.672
"5632",21.042
"5633",18.584
"5634",17.251
"5635",25.778
"5636",27.386
"5637",21.705
"5638",17.261
"5639",17.774
"5640",25.366
"5641",20.516
"5642",23.017
"5643",18.737
"5644",23.173
"5645",19.944
"5646",23.163
"5647",17.265
"5648",27.224
"5649",22.528
"5650",21.444
"5651",22.737
"5652",19.813
"5653",19.612
"5654",19.384
"5655",22.297
"5656",19.401
"5657",17.686
"5658",26.426
"5659",19.14
"5660",27.079
"5661",26.259
"5662",26.088
"5663",24.05
"5664",26.547
"5665",23.588
"5666",23.869
"5667",17.429
"5668",18.566
"5669",17.854
"5670",27.091
"5671",24.344
"5672",21.173
"5673",23.568
"5674",23.269
"5675",19.826
"5676",24.624
"5677",24.234
"5678",25.147
"5679",23.371
"5680",26.283
"5681",21.877
"5682",25.577
"5683",27.08
"5684",21.086
"5685",23.709
"5686",26.376
"5687",20.797
"5688",19.456
"5689",18.229
"5690",26.908
"5691",26.962
"5692",21.255
"5693",23.594
"5694",24.552
"5695",20.69
"5696",25.469
"5697",17.951
"5698",20.022
"5699",20.003
"5700",25.923
"5701",25.155
"5702",26.524
"5703",24.115
"5704",21.665
"5705",25.032
"5706",19.104
"5707",26.151
"5708",21.328
"5709",25.994
"5710",23.904
"5711",24.278
"5712",22.211
"5713",24.632
"5714",22.911
"5715",26.989
"5716",17.504
"5717",22.703
"5718",19.201
"5719",24.759
"5720",23.784
"5721",22.69
"5722",22.83
"5723",22.706
"5724",20.02
"5725",21.39
"5726",17.675
"5727",27.373
"5728",26.16
"5729",20.602
"5730",22.422
"5731",23.686
"5732",18.213
"5733",24.722
"5734",22.633
"5735",25.924
"5736",20.449
"5737",25.851
"5738",26.228
"5739",19.172
"5740",18.617
"5741",19.487
"5742",20.393
"5743",22.034
"5744",17.978
"5745",17.648
"5746",24.509
"5747",24.291
"5748",19.185
"5749",17.979
"5750",18.497
"5751",23.25
"5752",17.395
"5753",24.651
"5754",27.377
"5755",17.646
"5756",25.21
"5757",17.111
"5758",19.377
"5759",23.598
"5760",26.297
"5761",23.285
"5762",22.444
"5763",19.359
"5764",25.095
"5765",19.43
"5766",18.608
"5767",20.794
"5768",21.636
"5769",27.154
"5770",27.335
"5771",22.011
"5772",17.767
"5773",25.738
"5774",22.453
"5775",18.59
"5776",18.125
"5777",24.634
"5778",25.346
"5779",26.922
"5780",20.092
"5781",27.021
"5782",26.486
"5783",24.303
"5784",20.677
"5785",18.693
"5786",27.396
"5787",18.181
"5788",23.646
"5789",23.325
"5790",17.545
"5791",18.751
"5792",24.652
"5793",23.401
"5794",21.388
"5795",26.004
"5796",24.474
"5797",26.424
"5798",25.379
"5799",27.125
"5800",18.879
"5801",20.307
"5802",24.894
"5803",26.015
"5804",17.333
"5805",17.579
"5806",23.698
"5807",19.089
"5808",18.11
"5809",22.068
"5810",25.806
"5811",26.497
"5812",19.615
"5813",25.784
"5814",27.185
"5815",26.356
"5816",17.608
"5817",25.919
"5818",18.873
"5819",22.426
"5820",26.814
"5821",27.118
"5822",21.451
"5823",25.364
"5824",21.938
"5825",26.775
"5826",26.189
"5827",26.663
"5828",19.23
"5829",18.828
"5830",25.295
"5831",23.939
"5832",21.27
"5833",18.621
"5834",24.955
"5835",23.048
"5836",18.002
"5837",24.124
"5838",20.984
"5839",21.16
"5840",17.658
"5841",19.751
"5842",17.892
"5843",27.122
"5844",23.219
"5845",20.671
"5846",23.978
"5847",23.596
"5848",20.35
"5849",26.036
"5850",23.938
"5851",17.342
"5852",17.919
"5853",25.212
"5854",24.002
"5855",17.385
"5856",25.512
"5857",21.37
"5858",20.423
"5859",22.223
"5860",19.122
"5861",17.172
"5862",25.82
"5863",22.055
"5864",22.258
"5865",17.109
"5866",21.614
"5867",24.099
"5868",19.1
"5869",25.197
"5870",18.525
"5871",22.267
"5872",22.351
"5873",20.813
"5874",18.837
"5875",17.801
"5876",21.69
"5877",21.733
"5878",22.879
"5879",17.101
"5880",24.873
"5881",24.713
"5882",22.419
"5883",19.257
"5884",23.029
"5885",23.105
"5886",21.005
"5887",25.505
"5888",18.952
"5889",24.898
"5890",26.17
"5891",21.939
"5892",21.609
"5893",17.373
"5894",26.087
"5895",23.1
"5896",20.256
"5897",22.474
"5898",20.472
"5899",18.168
"5900",24.915
"5901",24.435
"5902",18.251
"5903",19.32
"5904",24.945
"5905",27.304
"5906",22.887
"5907",22.027
"5908",26.758
"5909",23.449
"5910",17.512
"5911",23.244
"5912",20.266
"5913",17.743
"5914",21.464
"5915",19.757
"5916",19.035
"5917",26.928
"5918",22.68
"5919",25.683
"5920",19.534
"5921",21.999
"5922",25.716
"5923",26.078
"5924",17.928
"5925",25.662
"5926",19.272
"5927",21.112
"5928",25.73
"5929",17.666
"5930",27.295
"5931",25.51
"5932",27.268
"5933",19.16
"5934",19.539
"5935",18.451
"5936",19.341
"5937",19.985
"5938",25.224
"5939",24.926
"5940",18.474
"5941",19.825
"5942",24.576
"5943",23.041
"5944",17.71
"5945",25.322
"5946",22.569
"5947",21.274
"5948",26.824
"5949",18.39
"5950",20.553
"5951",17.12
"5952",25.573
"5953",20.779
"5954",26.529
"5955",21.694
"5956",25.565
"5957",17.218
"5958",24.355
"5959",22.585
"5960",17.152
"5961",25.776
"5962",23.455
"5963",21.234
"5964",23.525
"5965",24.924
"5966",19.219
"5967",21.009
"5968",26.025
"5969",17.514
"5970",19.48
"5971",23.403
"5972",25.896
"5973",24.048
"5974",17.223
"5975",24.802
"5976",21.716
"5977",17.965
"5978",20.302
"5979",21.107
"5980",18.591
"5981",21.29
"5982",19.586
"5983",22.85
"5984",21.208
"5985",18.861
"5986",22.293
"5987",27.13
"5988",25.464
"5989",25.613
"5990",27.073
"5991",25.569
"5992",20.17
"5993",17.402
"5994",17.956
"5995",22.612
"5996",23.535
"5997",21.925
"5998",18.509
"5999",20.235
"6000",24.626
"6001",20.757
"6002",21.177
"6003",25.381
"6004",18.249
"6005",19.371
"6006",17.35
"6007",18.382
"6008",17.418
"6009",26.582
"6010",20.138
"6011",20.877
"6012",19.701
"6013",22.299
"6014",24.232
"6015",26.216
"6016",21.983
"6017",24.078
"6018",24.746
"6019",23.018
"6020",22.783
"6021",27.173
"6022",24.995
"6023",17.807
"6024",20.869
"6025",21.841
"6026",24.375
"6027",20.625
"6028",19.958
"6029",26.336
"6030",27.009
"6031",22.696
"6032",21.286
"6033",17.931
"6034",19.063
"6035",25.739
"6036",22.529
"6037",25.635
"6038",18.087
"6039",24.476
"6040",26.651
"6041",19.991
"6042",25.387
"6043",21.078
"6044",27.134
"6045",24.765
"6046",21.325
"6047",24.332
"6048",20.583
"6049",25.783
"6050",17.368
"6051",18.748
"6052",23.236
"6053",26.637
"6054",22.102
"6055",19.187
"6056",19.308
"6057",27.318
"6058",22.166
"6059",22.446
"6060",22.959
"6061",19.44
"6062",19.118
"6063",26.192
"6064",18.241
"6065",25.273
"6066",26.161
"6067",22.052
"6068",22.222
"6069",21.884
"6070",23.224
"6071",25.518
"6072",26.697
"6073",24.116
"6074",22.996
"6075",21.192
"6076",26.123
"6077",17.258
"6078",17.336
"6079",27.317
"6080",27.257
"6081",25.908
"6082",20.571
"6083",22.036
"6084",20.366
"6085",17.655
"6086",23.843
"6087",23.222
"6088",26.116
"6089",25.813
"6090",18.62
"6091",20.733
"6092",20.601
"6093",22.47
"6094",26.166
"6095",17.588
"6096",18.398
"6097",21.684
"6098",20.401
"6099",26.915
"6100",20.971
"6101",17.991
"6102",19.499
"6103",20.009
"6104",19.764
"6105",18.551
"6106",17.676
"6107",19.472
"6108",21.406
"6109",24.372
"6110",22.541
"6111",25.132
"6112",17.366
"6113",20.26
"6114",21.059
"6115",26.449
"6116",23.053
"6117",24.245
"6118",23.974
"6119",26.503
"6120",23.76
"6121",17.69
"6122",24.212
"6123",18.262
"6124",22.341
"6125",22.199
"6126",17.797
"6127",17.51
"6128",18.764
"6129",26.614
"6130",17.262
"6131",18.397
"6132",21.689
"6133",18.287
"6134",20.873
"6135",19.017
"6136",21.526
"6137",21.989
"6138",21.542
"6139",19.382
"6140",21.233
"6141",19.166
"6142",18.612
"6143",22.475
"6144",17.163
"6145",23.002
"6146",22.029
"6147",18.458
"6148",23.947
"6149",19.4
"6150",17.423
"6151",23.448
"6152",21.832
"6153",23.238
"6154",26.249
"6155",23.595
"6156",19.611
"6157",21.538
"6158",20.789
"6159",19.884
"6160",17.918
"6161",26.287
"6162",26.354
"6163",18.436
"6164",25.665
"6165",17.311
"6166",23.509
"6167",21.292
"6168",24.151
"6169",23.356
"6170",26.837
"6171",21.331
"6172",25.812
"6173",21.181
"6174",21.477
"6175",18.554
"6176",26.346
"6177",24.102
"6178",24.123
"6179",27.12
"6180",21.413
"6181",18.799
"6182",18.812
"6183",17.499
"6184",17.347
"6185",27.284
"6186",22.371
"6187",25.639
"6188",26.47
"6189",24.754
"6190",24.335
"6191",22.074
"6192",18.916
"6193",26.65
"6194",27.287
"6195",17.73
"6196",19.446
"6197",22.537
"6198",19.452
"6199",19.054
"6200",21.674
"6201",27.146
"6202",20.998
"6203",19.861
"6204",18.609
"6205",22.131
"6206",22.928
"6207",23.837
"6208",26.696
"6209",20.597
"6210",20.898
"6211",21.845
"6212",18.717
"6213",22.213
"6214",22.026
"6215",18.719
"6216",20.687
"6217",22.275
"6218",19.964
"6219",19.105
"6220",25.717
"6221",24.063
"6222",21.913
"6223",23.102
"6224",23.662
"6225",25.096
"6226",22.232
"6227",19.917
"6228",24.346
"6229",21.819
"6230",23.355
"6231",23.631
"6232",25.979
"6233",26.605
"6234",21.515
"6235",25.136
"6236",24.093
"6237",23.178
"6238",18.279
"6239",21.746
"6240",21.021
"6241",24.675
"6242",19.139
"6243",19.407
"6244",25.262
"6245",17.903
"6246",27.092
"6247",24.126
"6248",27.069
"6249",20.215
"6250",26.944
"6251",24.755
"6252",20.948
"6253",19.749
"6254",24.405
"6255",17.566
"6256",21.921
"6257",23.047
"6258",21.894
"6259",24.003
"6260",21.869
"6261",18.785
"6262",25.84
"6263",25.849
"6264",23.165
"6265",24.84
"6266",27.049
"6267",22.27
"6268",23.523
"6269",20.287
"6270",22.813
"6271",26.978
"6272",25.649
"6273",23.042
"6274",22.398
"6275",19.071
"6276",26.677
"6277",20.626
"6278",24.297
"6279",19.748
"6280",26.382
"6281",22.546
"6282",20.286
"6283",26.191
"6284",25.034
"6285",22.943
"6286",20.702
"6287",25.756
"6288",20.904
"6289",23.037
"6290",19.286
"6291",25.128
"6292",17.313
"6293",19.098
"6294",25.006
"6295",21.656
"6296",19.911
"6297",22.45
"6298",25.115
"6299",25.121
"6300",24.64
"6301",24.169
"6302",27.137
"6303",20.611
"6304",17.976
"6305",23.788
"6306",26.64
"6307",23.145
"6308",23.243
"6309",25.27
"6310",21.631
"6311",23.563
"6312",26.932
"6313",25.462
"6314",22.842
"6315",18.753
"6316",20.923
"6317",27.233
"6318",27.014
"6319",27.001
"6320",24.042
"6321",26.109
"6322",17.693
"6323",19.129
"6324",22.476
"6325",19.732
"6326",25.082
"6327",17.369
"6328",26.521
"6329",24.015
"6330",25.374
"6331",17.741
"6332",22.941
"6333",18.832
"6334",24.721
"6335",24.073
"6336",27.216
"6337",21.259
"6338",24.571
"6339",17.958
"6340",19.802
"6341",22.072
"6342",24.698
"6343",25.466
"6344",19.074
"6345",18.177
"6346",25.59
"6347",23.629
"6348",22.749
"6349",19.228
"6350",24.831
"6351",18.926
"6352",23.425
"6353",22.995
"6354",23.431
"6355",22.579
"6356",21.948
"6357",19.852
"6358",19.35
"6359",23.056
"6360",27.279
"6361",18.416
"6362",26.13
"6363",22.186
"6364",22.905
"6365",17.565
"6366",20.994
"6367",21.536
"6368",20.647
"6369",25.022
"6370",19.864
"6371",24.389
"6372",19.993
"6373",26.796
"6374",22.357
"6375",21.994
"6376",26.217
"6377",20.122
"6378",23.311
"6379",25.398
"6380",18.513
"6381",19.423
"6382",22.338
"6383",24.625
"6384",22.997
"6385",18.208
"6386",22.095
"6387",21.973
"6388",18.022
"6389",25.021
"6390",24.539
"6391",20.283
"6392",19.88
"6393",25.319
"6394",21.057
"6395",24.985
"6396",22.882
"6397",25.392
"6398",22.572
"6399",26.433
"6400",18.169
"6401",18.909
"6402",23.07
"6403",25.195
"6404",25.007
"6405",17.651
"6406",21.467
"6407",19.113
"6408",21.903
"6409",19.587
"6410",17.232
"6411",25.34
"6412",24.456
"6413",21.446
"6414",21.81
"6415",20.125
"6416",18.438
"6417",24.219
"6418",21.776
"6419",20.085
"6420",23.731
"6421",26.613
"6422",19.458
"6423",20.091
"6424",19.003
"6425",19.867
"6426",20.7
"6427",21.223
"6428",25.984
"6429",19.671
"6430",21.148
"6431",17.867
"6432",17.98
"6433",24.295
"6434",23.642
"6435",23.875
"6436",18.233
"6437",20.487
"6438",19.854
"6439",18.568
"6440",25.429
"6441",21.876
"6442",23.174
"6443",18.817
"6444",24.035
"6445",23.038
"6446",26.655
"6447",23.671
"6448",25.402
"6449",26.122
"6450",25.256
"6451",25.77
"6452",22.513
"6453",20.807
"6454",18.601
"6455",21.226
"6456",18.327
"6457",25.17
"6458",17.777
"6459",20.193
"6460",17.631
"6461",17.178
"6462",22.822
"6463",17.176
"6464",22.685
"6465",18.607
"6466",18.859
"6467",24.031
"6468",25.493
"6469",22.67
"6470",27.153
"6471",25.817
"6472",22.606
"6473",22.493
"6474",19.9
"6475",26.211
"6476",19.066
"6477",23.095
"6478",17.362
"6479",24.639
"6480",20.634
"6481",23.032
"6482",20.409
"6483",19.772
"6484",20.917
"6485",23.983
"6486",20.768
"6487",20.065
"6488",26.278
"6489",18.917
"6490",19.234
"6491",24.339
"6492",21.225
"6493",22.277
"6494",26.35
"6495",21.85
"6496",22.2
"6497",19.03
"6498",27.213
"6499",22.731
"6500",17.275
"6501",26.173
"6502",25.65
"6503",19.73
"6504",17.115
"6505",18.101
"6506",17.151
"6507",26.883
"6508",19.297
"6509",19.155
"6510",21.262
"6511",23.334
"6512",20.997
"6513",26.207
"6514",26.826
"6515",19.427
"6516",18.394
"6517",21.016
"6518",23.979
"6519",22.741
"6520",21.4
"6521",25.794
"6522",19.354
"6523",19.645
"6524",21.493
"6525",23.619
"6526",26.089
"6527",27.187
"6528",20.324
"6529",17.185
"6530",21.42
"6531",25.955
"6532",19.117
"6533",18.506
"6534",25.172
"6535",19.432
"6536",19.203
"6537",17.808
"6538",22.925
"6539",24.441
"6540",25.181
"6541",23.011
"6542",21.154
"6543",20.752
"6544",21.644
"6545",27.393
"6546",18.647
"6547",19.493
"6548",21.484
"6549",21.261
"6550",26.118
"6551",23.472
"6552",18.767
"6553",17.602
"6554",20.763
"6555",21.201
"6556",21.585
"6557",25.472
"6558",20.827
"6559",19.778
"6560",18.239
"6561",19.329
"6562",21.599
"6563",25.188
"6564",19.168
"6565",18.706
"6566",17.445
"6567",25.718
"6568",18.934
"6569",26.9
"6570",27.147
"6571",24.162
"6572",25.692
"6573",25.307
"6574",26.973
"6575",17.497
"6576",18.312
"6577",25.037
"6578",21.852
"6579",27.058
"6580",19.164
"6581",20.231
"6582",23.416
"6583",20.631
"6584",26.56
"6585",18.605
"6586",22.249
"6587",17.572
"6588",23.949
"6589",22.732
"6590",24.548
"6591",20.25
"6592",17.653
"6593",23.603
"6594",24.608
"6595",23.606
"6596",17.781
"6597",20.229
"6598",20.717
"6599",22.062
"6600",25.825
"6601",26.194
"6602",21.378
"6603",26.243
"6604",18.582
"6605",19.034
"6606",26.69
"6607",23.369
"6608",24.653
"6609",19.331
"6610",20.623
"6611",26.075
"6612",27.357
"6613",23.716
"6614",23.937
"6615",22.433
"6616",18.049
"6617",22.392
"6618",26.621
"6619",25.555
"6620",22.756
"6621",21.777
"6622",25.311
"6623",21.615
"6624",19.897
"6625",25.479
"6626",18.78
"6627",24.304
"6628",19.282
"6629",20.498
"6630",19.429
"6631",22.788
"6632",25.119
"6633",17.286
"6634",24.702
"6635",25.351
"6636",21.473
"6637",21.157
"6638",19.024
"6639",26.034
"6640",26.052
"6641",27.342
"6642",23.558
"6643",18.389
"6644",22.698
"6645",21.372
"6646",22.838
"6647",18.896
"6648",19.674
"6649",23.357
"6650",23.835
"6651",22.695
"6652",24.175
"6653",17.22
"6654",26.626
"6655",24.692
"6656",17.719
"6657",24.944
"6658",25.67
"6659",18.803
"6660",25.647
"6661",20.758
"6662",26.679
"6663",19.027
"6664",21.54
"6665",23.309
"6666",19.698
"6667",17.834
"6668",25.814
"6669",24.393
"6670",18.927
"6671",21.096
"6672",19.289
"6673",22.701
"6674",26.355
"6675",23.061
"6676",20.488
"6677",26.341
"6678",18.117
"6679",24.296
"6680",26.072
"6681",22.674
"6682",21.46
"6683",20.094
"6684",19.259
"6685",26.038
"6686",23.13
"6687",23.457
"6688",17.594
"6689",20.421
"6690",23.478
"6691",23.496
"6692",18.42
"6693",17.877
"6694",19.689
"6695",20.55
"6696",25.935
"6697",17.522
"6698",25.097
"6699",21.1
"6700",26.903
"6701",18.076
"6702",18.94
"6703",19.814
"6704",19.874
"6705",19.275
"6706",24.719
"6707",22.182
"6708",21.363
"6709",17.201
"6710",17.775
"6711",21.897
"6712",26.302
"6713",17.804
"6714",22.869
"6715",19.815
"6716",18.606
"6717",26.185
"6718",21.671
"6719",23.973
"6720",18.876
"6721",17.792
"6722",17.859
"6723",20.604
"6724",24.462
"6725",23.161
"6726",25.248
"6727",24.406
"6728",21.628
"6729",17.183
"6730",18.649
"6731",23.308
"6732",18.09
"6733",23.781
"6734",18.13
"6735",17.322
"6736",26.585
"6737",26.546
"6738",17.416
"6739",17.434
"6740",22.985
"6741",21.866
"6742",19.519
"6743",24.825
"6744",21.17
"6745",22.233
"6746",19.969
"6747",19.163
"6748",22.629
"6749",21.79
"6750",20.414
"6751",19.759
"6752",20.176
"6753",22.726
"6754",25.152
"6755",27.305
"6756",17.862
"6757",25.389
"6758",20.398
"6759",20.299
"6760",20.481
"6761",24.397
"6762",23.073
"6763",19.12
"6764",19.92
"6765",20.408
"6766",19.98
"6767",26.149
"6768",18.908
"6769",18.871
"6770",25.106
"6771",21.051
"6772",22.051
"6773",20.416
"6774",24.804
"6775",25.2
"6776",20.818
"6777",24.463
"6778",17.52
"6779",24.464
"6780",21.098
"6781",25.866
"6782",26.598
"6783",24.6
"6784",23.54
"6785",20.93
"6786",19.244
"6787",20.218
"6788",19.631
"6789",17.405
"6790",23.711
"6791",17.16
"6792",21.401
"6793",24.137
"6794",27.364
"6795",24.7
"6796",17.523
"6797",21.307
"6798",20.015
"6799",18.921
"6800",26.502
"6801",18.216
"6802",21.823
"6803",24.77
"6804",19.479
"6805",19.575
"6806",19.62
"6807",26.96
"6808",20.713
"6809",25.668
"6810",20.539
"6811",23.899
"6812",20.226
"6813",19.552
"6814",26.874
"6815",18.212
"6816",18.629
"6817",20.548
"6818",19.658
"6819",22.469
"6820",20.808
"6821",24.794
"6822",25.368
"6823",19.21
"6824",18.228
"6825",23.683
"6826",23.915
"6827",19.605
"6828",20.556
"6829",23.381
"6830",19.693
"6831",20.769
"6832",24.816
"6833",19.326
"6834",23.7
"6835",25.926
"6836",20.165
"6837",19.339
"6838",23.914
"6839",22.522
"6840",26.44
"6841",21.554
"6842",27.237
"6843",21.613
"6844",25.099
"6845",21.567
"6846",21.48
"6847",22.665
"6848",17.968
"6849",25.443
"6850",23.076
"6851",25.523
"6852",18.194
"6853",18.674
"6854",25.315
"6855",21.014
"6856",25.487
"6857",26.035
"6858",19.945
"6859",19.124
"6860",17.272
"6861",18.51
"6862",26.975
"6863",25.321
"6864",23.828
"6865",20.857
"6866",21.837
"6867",20.615
"6868",25.811
"6869",26.129
"6870",27.048
"6871",25.539
"6872",21.306
"6873",23.651
"6874",25.29
"6875",24.712
"6876",17.731
"6877",23.221
"6878",19.921
"6879",27.15
"6880",24.337
"6881",22.064
"6882",22.053
"6883",26.15
"6884",23.672
"6885",19.005
"6886",26.438
"6887",17.387
"6888",24.218
"6889",18.292
"6890",17.236
"6891",17.95
"6892",19.648
"6893",18.766
"6894",23.685
"6895",22.72
"6896",19.792
"6897",24.68
"6898",19.19
"6899",23.466
"6900",21.338
"6901",19.361
"6902",24.489
"6903",17.359
"6904",18.757
"6905",21.052
"6906",20.661
"6907",17.967
"6908",25.748
"6909",23.859
"6910",19.059
"6911",22.969
"6912",27.112
"6913",22.25
"6914",18.288
"6915",27.298
"6916",20.816
"6917",19.273
"6918",22.143
"6919",22.257
"6920",21.974
"6921",20.987
"6922",17.319
"6923",19.372
"6924",19.09
"6925",21.905
"6926",19.873
"6927",17.38
"6928",25.118
"6929",17.813
"6930",17.492
"6931",21.722
"6932",27.276
"6933",25.415
"6934",19.988
"6935",24.674
"6936",23.552
"6937",22.623
"6938",25.44
"6939",17.458
"6940",23.574
"6941",18.54
"6942",22.601
"6943",26.956
"6944",17.139
"6945",22.757
"6946",25.029
"6947",24.149
"6948",17.502
"6949",23.303
"6950",18.992
"6951",19.724
"6952",25.917
"6953",18.604
"6954",19.441
"6955",20.044
"6956",25.309
"6957",25.602
"6958",22.562
"6959",26.29
"6960",27.366
"6961",19.391
"6962",22.311
"6963",22.632
"6964",23.231
"6965",19.284
"6966",26.766
"6967",19.558
"6968",24.848
"6969",25.074
"6970",26.774
"6971",23.789
"6972",23.166
"6973",20.722
"6974",21.033
"6975",19.147
"6976",18.564
"6977",25.223
"6978",25.391
"6979",20.232
"6980",17.944
"6981",20.587
"6982",21.563
"6983",20.501
"6984",26.113
"6985",18.278
"6986",23.434
"6987",22.169
"6988",22.114
"6989",17.816
"6990",17.723
"6991",19.083
"6992",25.314
"6993",22.274
"6994",21.918
"6995",18.792
"6996",19.908
"6997",26.201
"6998",24.041
"6999",19.955
"7000",27.005
"7001",25.017
"7002",21.987
"7003",23.463
"7004",17.461
"7005",18.958
"7006",17.188
"7007",23.581
"7008",22.12
"7009",20.846
"7010",23.494
"7011",26.224
"7012",17.938
"7013",19.134
"7014",17.145
"7015",23.801
"7016",21.84
"7017",20.958
"7018",20.77
"7019",17.882
"7020",18.309
"7021",21.678
"7022",25.617
"7023",27.259
"7024",20.019
"7025",18.741
"7026",18.029
"7027",23.749
"7028",24.784
"7029",19.981
"7030",17.657
"7031",23.129
"7032",21.329
"7033",24.563
"7034",24.237
"7035",23.538
"7036",19.072
"7037",23.453
"7038",24.644
"7039",24.99
"7040",20.397
"7041",25.616
"7042",19.323
"7043",18.064
"7044",17.787
"7045",20.025
"7046",22.436
"7047",24.601
"7048",20.748
"7049",20.91
"7050",26.52
"7051",19.656
"7052",26.375
"7053",26.54
"7054",18.322
"7055",20.56
"7056",20.962
"7057",24.133
"7058",23.656
"7059",24.261
"7060",22.797
"7061",21.34
"7062",25.689
"7063",19.353
"7064",22.408
"7065",20.104
"7066",20.012
"7067",26.616
"7068",19.642
"7069",25.432
"7070",23.137
"7071",20.48
"7072",24.781
"7073",25.997
"7074",24.738
"7075",25.944
"7076",20.879
"7077",17.828
"7078",18.414
"7079",17.399
"7080",26.567
"7081",20.102
"7082",23.773
"7083",18.47
"7084",24.054
"7085",22.457
"7086",21.78
"7087",23.778
"7088",18.479
"7089",17.992
"7090",23.695
"7091",26.822
"7092",18.685
"7093",18.242
"7094",22.373
"7095",26.46
"7096",26.335
"7097",23.577
"7098",17.753
"7099",19.823
"7100",21.868
"7101",25.494
"7102",22.454
"7103",22.716
"7104",23.567
"7105",20.377
"7106",26.057
"7107",26.999
"7108",26.381
"7109",25.404
"7110",25.407
"7111",19.424
"7112",21.421
"7113",26.153
"7114",27.256
"7115",19.317
"7116",26.364
"7117",27.083
"7118",19.856
"7119",25.544
"7120",24.879
